mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,param_model__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.6849382400512696,0.14614482009614851,0.02064833641052246,0.0039159900341461575,0.1,2,100,1.0,"{'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.9878118478961327,0.9863731012405,0.9873206427639407,0.9871984005581804,0.9866322861599381,0.9870672557237384,0.0005112475781784684,55
1.4741575717926025,0.25139687689073253,0.028492832183837892,0.006050094440841621,0.1,2,200,0.8,"{'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.988494133706622,0.9874591545822169,0.9880665460647927,0.9879425361957532,0.9871507751291302,0.9878226291357031,0.0004708063545219836,20
1.188114309310913,0.32626766970105003,0.023312473297119142,0.007540846854991183,0.1,2,200,1.0,"{'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.9884350989037206,0.9870226706281108,0.9881873231487524,0.9877381517828079,0.9871937377300375,0.9877153964386858,0.0005464798478412502,31
2.75205979347229,0.5199101918841961,0.029463672637939455,0.004258779698448471,0.1,2,400,0.8,"{'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 400, 'model__subsample': 0.8}",0.9887438131615205,0.9876893413844647,0.9882941796606102,0.9882647033595642,0.9874489545578937,0.9880881984248108,0.0004628461093083466,1
2.9040743350982665,0.5947018904200131,0.027133655548095704,0.003977386280761534,0.1,2,400,1.0,"{'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 400, 'model__subsample': 1.0}",0.9887647864882745,0.9875364024501905,0.9884333070608694,0.9881696676798932,0.9875030158876478,0.9880814359133752,0.0004960236606111873,2
0.9098659038543702,0.2545065829729124,0.021230602264404298,0.004229401044085038,0.1,3,100,0.8,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.9885494052811258,0.9873180594567638,0.9882543963181766,0.9880444108705011,0.986973519797612,0.9878279583448359,0.000589787899145956,19
1.049976921081543,0.2641231563749534,0.023064947128295897,0.005354872014402003,0.1,3,100,1.0,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.9885500537542995,0.9870944788886868,0.9881499269665057,0.9880132862460095,0.986838227018507,0.9877291945748017,0.0006524141022716227,29
1.6972057819366455,0.5098156242225763,0.028118324279785157,0.009441825217086069,0.1,3,200,0.8,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.9886587726875994,0.9875562309475375,0.9883591152932437,0.9881587942687904,0.9871883952462555,0.9879842616886855,0.0005371323195597339,9
1.8021840095520019,0.4360411681604292,0.02819366455078125,0.005203832310876023,0.1,3,200,1.0,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.9885825968929233,0.9873532677177771,0.9883112945907274,0.9881533090452859,0.9871108181187848,0.9879022572730998,0.0005693796597469272,13
2.850176525115967,0.31388933414210757,0.03017392158508301,0.002223539058426531,0.1,3,400,0.8,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 0.8}",0.9885871479631377,0.9874620129019147,0.9881951100252467,0.9881173099956992,0.9871467732464826,0.9879016708264963,0.000522619396209885,14
